invoice_number,invoice_date,total_amount,vendor_name,currency,file_name,blur_score,contrast_score,ocr_confidence,num_pages_fake,subtotal,tax,tax_rate,tax_to_total_ratio,math_error,math_error_pct,total_amount_log,subtotal_log,is_small_invoice,is_medium_invoice,is_large_invoice,is_very_large_invoice,blur_ocr_interaction,blur_contrast_ratio,ocr_blur_product,blur_squared,ocr_squared,contrast_squared,overall_image_quality,is_critical_low_blur,is_low_blur,is_excellent_blur,is_low_ocr,is_medium_ocr,is_high_ocr,is_low_contrast,is_multipage,is_high_risk_ocr,is_multipage_low_quality,day_of_week,is_weekend,is_monday,month,is_month_end,quarter,vendor_name_length,vendor_has_numbers,vendor_all_caps,vendor_frequency,is_rare_vendor,is_frequent_vendor,vendor_avg_amount,amount_vs_vendor_avg,amount_zscore,is_amount_outlier,amount_rolling_mean,amount_rolling_std,label_quality_bad,label_failure
INVOICE,2000-01-01,515.0,,UNK,INVOICE.jpg,116.33816252953493,58.01417601927999,0.4959093546688097,1,5.395381273742562,0.6046187262574376,0.1120622590914281,0.1007697709146111,0.0,0.0,1.9459101490553128,1.8555760538544384,1,0,0,0,45.49999620000055,1.1070646001754438,0.4549999620000055,4124.907359807595,0.5018899756082353,3365.6446191960013,0.6387720752752131,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,1,18,0,1,1512,0,1,118.17793650793652,0.050770897906363,-0.0278436101846943,0,163.17800000000005,411.7530079712003,1,0
INVOICE,2000-01-01,597.15,INVOICE,USD,INVOICE.jpg,109.00326691287887,60.88659064937285,0.6351808225681649,2,33.74537508919354,5.114624910806462,0.1515652069571791,0.1316166952956708,0.0,0.0,3.685373314784649,3.548046472194954,1,0,0,0,53.84111265616795,0.9745250911226488,0.5384111265616794,3520.7028982956267,0.8233768925681033,3707.176920904297,0.6803712153795455,0,0,0,0,0,1,0,1,0,0,5,1,0,1,0,1,7,0,1,1598,0,1,138.72588861076346,0.2801207482542244,-0.0251288706606108,0,40.133000000000045,31.042048561377275,0,1
INVOICE,2014-05-21,655.2,co COMMERCIAL INVOICE,USD,INVOICE.jpg,36.8023488506434,12.369624585629488,0.6809506383894807,1,57.05288405948283,5.02711594051717,0.0881132643033905,0.0809780260879372,0.0,0.0,4.1444037620948375,4.061354389243673,1,0,0,0,10.896733501227027,0.9055703281304198,0.1089673350122703,125.47507862165224,0.9463138202511052,153.00761238940947,0.4544200490175006,1,1,0,0,0,1,1,0,0,0,2,0,0,5,0,2,21,0,0,62,0,1,16.823709677419355,3.69003017172206,-0.02321054285327,0,77.196,194.8796849519593,1,0
INVOICE,2019-07-04,500.0,Ba.,UNK,INVOICE.jpg,128.3826377585806,58.135390162905,0.5368441460348057,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,55.41389010714751,1.2428761618990918,0.5541389010714751,5220.798296670089,0.5881666063915097,3379.723589393191,0.687585674779901,0,0,0,0,1,0,0,0,0,0,3,0,0,7,0,3,3,0,0,85,0,1,460.2805882352941,0.0,-0.0283393021245756,0,41.54200000000009,58.1559172219285,0,1
INVOICE,2000-01-01,597.4,TAX INVOICE,USD,INVOICE.jpg,116.76765307785746,35.478370489899035,0.5708093216056562,1,34.018721516285524,4.941278483714477,0.1452517354626993,0.1268295266140901,0.0,0.0,3.687878953780353,3.555882818946455,1,0,0,0,52.605598482612685,1.8183407526734603,0.5260559848261268,4161.768303198479,0.6649454727181827,1258.7147726185387,0.632152592297627,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,1,11,0,1,1640,0,1,158.5367987804878,0.2457473599438398,-0.0251206091282794,0,39.590000000000046,68.87832686055165,0,0
INVOICE,2004-10-07,990.625,INVOICE,EUR,INVOICE.jpg,134.1195731354863,24.000335679637438,0.5967488889618752,1,167.0933770997356,29.15662290026441,0.1744929884825313,0.1485687783525892,0.0,0.0,5.284471959725984,5.124519641064574,0,1,0,0,64.85783664514751,3.1699436736737825,0.6485783664514752,5788.123098944711,0.7267535438310866,576.0161127352776,0.6626541198230138,0,0,1,0,0,1,1,0,0,0,3,0,0,10,0,4,7,0,1,1598,0,1,138.72588861076346,1.4146602379025102,-0.01212604492429,0,123.471,151.20544071369378,0,0
INVOICE,2009-08-14,2008.7,COMMERCIAL INVOICE,EUR,INVOICE.jpg,29.708237883943756,48.4180225804877,0.662277441743635,1,514.7697020952439,88.71029790475609,0.1723300679339761,0.1469979083942436,0.0,0.0,6.404368584313144,6.245660352085021,0,1,0,0,6.123378047254202,0.1336725068617649,0.061233780472542,41.88883680499588,0.8951253262091714,2344.304910604617,0.5006273210953284,1,1,0,0,0,1,0,0,0,0,4,0,0,8,0,3,18,0,1,1512,0,1,118.17793650793652,5.106536911421999,0.0215173931886897,0,178.22899999999998,354.75383250812433,0,1
,2000-01-01,15181.75,i ie,USD,nan.jpg,118.53516945441652,41.62016278707164,0.5088756417587392,1,5382.534525959255,490.1654740407448,0.0910659228632302,0.0834650967965807,0.0,0.0,8.678240037931337,8.591100412527537,0,0,0,1,47.75442627802126,1.578324230189987,0.4775442627802125,4315.190941960256,0.5284784056640178,1732.2379504223425,0.6175935418471514,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,1,4,0,0,200,0,1,670.17835,8.762891238186235,0.4568357070989513,0,876.55,1777.8017921089415,0,0
INVOICE,1997-09-11,746.85,COMMERCIAL INVOICE,USD,INVOICE.jpg,110.87251575035555,47.67236445878856,0.546067217472564,1,86.50303314215643,12.23696685784357,0.1414628628833263,0.1239312004649824,0.0,0.0,4.602566800117977,4.471673457244557,1,0,0,0,47.25952554336039,1.2707923465487545,0.4725952554336038,3670.1396083549416,0.6085498081596501,2272.654333091567,0.6304142077380221,0,0,0,0,1,0,0,0,0,0,3,0,0,9,0,3,18,0,1,1512,0,1,118.17793650793652,0.8355197432123816,-0.020181865100595,0,246.23300000000003,334.900253510072,1,1
INVOICE,2017-11-27,2364.7,COMMERCIAL INVOICE,EUR,INVOICE.jpg,152.34410497184052,31.84591400645128,0.5854564252314418,1,642.7214368993168,103.15856310068318,0.1605027575209699,0.1383045033549347,0.0,0.0,6.6159045296581365,6.467266081128435,0,1,0,0,73.79210152120805,2.77050928813592,0.7379210152120805,7784.427609243354,0.6995086241730182,1014.16223890629,0.7152229522295847,0,0,1,0,1,0,0,0,0,0,0,0,1,11,1,4,18,0,1,1512,0,1,118.17793650793652,6.311499555066349,0.0332818152285403,0,172.35800000000012,336.0986104588619,0,0
INVOICE,2000-01-01,520.125,INVOICE #INVI63 209071,USD,INVOICE.jpg,117.82376265582784,53.11088023793,0.6229043629924796,1,6.902554916703024,1.1474450832969767,0.166234811734064,0.142539744193445,0.0,0.0,2.2027647577118348,2.0671861143657453,1,0,0,0,58.033189107291385,1.2279186533997282,0.5803318910729138,4253.106017841661,0.7918568274185037,2820.765599647744,0.6959293881690314,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,1,22,1,1,1,1,0,8.05,0.999999875776413,-0.0276742487719015,0,252.872,358.4651873058117,0,0
8476008,2013-06-13,1156.9499999999998,A Invoice Date: 13-Jun-2013,EUR,8476008.jpg,164.1354466821428,19.891967276382186,0.545059308524761,4,230.83427489872423,31.94572510127574,0.1383924678295676,0.1215683270405183,0.0,0.0,5.575115422397738,5.446022784076318,0,1,0,0,74.82130181188221,4.830607833925796,0.7482130181188221,9233.345329004813,0.6063054077744708,395.6903621246597,0.6686296310734781,0,0,1,0,1,0,1,1,0,0,3,0,0,6,0,2,27,1,0,1,1,0,262.78,0.9999999961945354,-0.0066296474642391,0,130.061,214.1022458527683,1,0
INVOICE,1996-03-03,517.375,,EUR,INVOICE.jpg,133.61544216947152,64.10495110164672,0.3857734477859882,1,6.381338911204932,0.5686610887950678,0.0891131167917511,0.0818217276220633,0.0,0.0,2.0731719286662407,1.9989550464394972,1,0,0,0,41.7426865213777,1.181556582288365,0.417426865213777,5737.097199717568,0.3037166388095685,4109.444755744517,0.6361993244917211,0,0,1,1,0,0,0,0,0,0,6,1,0,3,0,1,11,0,1,1640,0,1,158.5367987804878,0.0438384022487085,-0.0277651256275464,0,13.567000000000002,16.786411204011813,0,0
INVOICE,2000-01-01,547.2,,USD,INVOICE.jpg,102.22452939844584,28.263719149712635,0.5740484481297737,1,16.52430359008169,2.355696409918309,0.1425594884841482,0.1247720490013909,0.0,0.0,2.989714201228428,2.863588694047292,1,0,0,0,44.9532033327417,1.939459938109193,0.449532033327417,3004.83254879817,0.672513511837146,798.8378201738327,0.5854088976273525,0,0,0,0,1,0,1,0,0,0,5,1,0,1,0,1,18,0,1,1512,0,1,118.17793650793652,0.1597590920786891,-0.0267795248204157,0,51.45600000000005,68.1181093885067,0,0
INVOICE,2000-01-01,619.6,Yoder Luc,UNK,INVOICE.jpg,100.95818829234541,20.590172001979514,0.6690600256082085,1,42.93651458360123,4.903485416398773,0.1142031520198989,0.1024976027153254,0.0,0.0,3.888549649242504,3.782745741634628,1,0,0,0,51.58655955435314,2.6212565345148606,0.5158655955435314,2912.9903340350456,0.9135537099323608,423.9551830711011,0.6146127961568693,0,0,0,0,0,1,1,0,0,0,5,1,0,1,0,1,9,0,0,157,0,1,56.609299363057325,0.8450908188792936,-0.0243869850572551,0,401.934,456.2483941733393,0,0
INVOICE,2011-08-19,508.6,TAX INVOICE,USD,INVOICE.jpg,95.17914943486596,48.397168985386486,0.4767712073182368,2,2.953814704500667,0.0,0.0,0.0,0.4861852954993328,0.1413328936530346,1.4906543764441331,1.3746808608533312,1,0,0,0,34.13643222973256,1.035586026449705,0.3413643222973256,2511.957559888848,0.4638995594442636,2342.285965800056,0.5439312903112453,0,0,0,1,0,0,0,1,0,1,4,0,0,8,0,3,11,0,1,1640,0,1,158.5367987804878,0.0216984321921665,-0.028055105412377,0,49.462,73.14148494737208,0,1
INVOICE,2000-01-01,520.2,TAX INVOICE,USD,INVOICE.jpg,131.77140133007748,59.72409852604199,0.6391946610209903,1,7.225816818079726,0.8541831819202743,0.1182126651163307,0.105715727253038,0.0,0.0,2.206074192613202,2.107277600909629,1,0,0,0,68.04160284287615,1.2476415407635226,0.6804160284287615,5552.376069017444,0.8338159483219159,3566.9679447483704,0.7498454639994266,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,1,11,0,1,1640,0,1,158.5367987804878,0.0509660849164842,-0.0276717703122021,0,223.277,342.3600834147348,0,0
INVOICE,2014-10-08,560.05,,EUR,INVOICE.jpg,112.662744868411,42.70969335887143,0.44206380595412864,1,21.632884373399683,2.387115626600316,0.1103466128256552,0.0993803300258112,0.0,0.0,3.219675505038765,3.119403909472982,1,0,0,0,39.01223396827254,1.4463967530775768,0.3901223396827254,3816.170794021434,0.3988171602747949,1824.117906808826,0.5726643610544329,0,0,0,1,0,0,0,0,0,0,2,0,0,10,0,4,18,0,1,1512,0,1,118.17793650793652,0.2032528279518068,-0.026354882058584,0,265.24300000000005,363.9197227749644,0,0
INVOICE,2006-09-15,500.0,BSS,UNK,INVOICE.jpg,72.90678502702261,27.538811748934013,0.47721744277025524,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,24.04575300551558,1.2807810685077687,0.2404575300551558,1244.056845286926,0.464768342212616,758.386152543226,0.4671355099460484,0,1,0,1,0,0,1,0,1,0,4,0,0,9,0,3,3,0,1,78,0,1,379.41641025641024,0.0,-0.0283393021245756,0,80.18100000000001,175.96224447078984,1,1
14296128,2000-01-01,507.5,Invoice Date: 20-0ct-2020,USD,14296128.jpg,122.36506261842499,45.6660658344799,0.4407085680662317,1,2.6897958896383054,0.0,0.0,0.0,0.3102041103616946,0.1034013356534529,1.3862943611198906,1.3055711420613707,1,0,0,0,42.96491444435831,1.4944001051437876,0.4296491444435831,4657.158242166253,0.3963755958509967,2085.3895687990525,0.6005382284784007,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,1,25,1,0,1,1,0,3.0,0.9999996666667778,-0.028091456154635,0,26.856,32.187347534313886,0,1
18160894,2001-05-11,500.0,"Graham, Carrio and Stark",EUR,18160894.jpg,133.31181280619052,31.77067036963639,0.5189817157877955,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,56.00643717064977,2.377702619456005,0.5600643717064977,5706.474187300072,0.5496775945347839,1009.3754957360918,0.6374264285142818,0,0,1,0,1,0,0,0,0,0,4,0,0,5,0,2,24,0,0,184,0,1,23.225869565217387,0.0,-0.0283393021245756,0,8.431000000000022,12.480855177798128,0,1
INVOICE,2000-01-01,678.125,S COMMERCIAL INVOICE,USD,INVOICE.jpg,117.91357852736627,16.90936466439895,0.607472707074017,1,64.47770085184086,6.772299148159135,0.1050331968053198,0.0950498112717098,0.0,0.0,4.2801323269925415,4.181709639666584,1,0,0,0,56.64745391173669,3.8603292585762654,0.5664745391173669,4260.919493348764,0.7531083466119071,285.9266133536238,0.6160200994296611,0,0,0,0,0,1,1,0,0,0,5,1,0,1,0,1,20,0,1,58,0,1,47.924827586206895,1.4867032830766609,-0.0224529603384847,0,62.73199999999999,69.54498000228367,0,0
INVOICE,2000-01-01,1820.4499999999998,,USD,INVOICE.jpg,82.89611312825578,35.756211906790746,0.6668888684299143,1,457.2248441521812,70.95515584781879,0.1551865708964313,0.13433896723367,0.0,0.0,6.271328638631696,6.127359989745859,0,1,0,0,39.94735020261179,1.1726840925466258,0.3994735020261178,1758.187131841044,0.90763420986884,1278.5066899233243,0.6017144553278022,0,1,0,0,0,1,0,0,0,0,5,1,0,1,0,1,11,0,1,1640,0,1,158.5367987804878,3.3315924172263167,0.0152964593431789,0,407.8,447.55913573661576,0,0
INVOICE,2019-08-14,512.5,COMMERCIAL INVOICE,USD,INVOICE.jpg,76.79683718519622,34.763830948060765,0.3752861893073517,1,4.520497035518975,0.4795029644810249,0.1060730390132722,0.0959005737160902,0.0,0.0,1.791759469228055,1.708467898901887,1,0,0,0,20.30006532565941,1.0891940272877874,0.2030006532565941,1433.724761885195,0.2874280079282315,1208.523942185347,0.4396967099819219,0,1,0,1,0,0,0,0,1,0,2,0,0,8,0,3,18,0,1,1512,0,1,118.17793650793652,0.0423090815886358,-0.0279262255080078,0,10.51600000000009,17.32686498313261,0,0
INVOICE,1998-02-07,690.175,,USD,INVOICE.jpg,150.15341528720336,35.26377863172323,0.6012175241106608,1,66.14071496205256,9.929285037947436,0.1501236400834282,0.1305282622245192,0.0,0.0,4.344714099789901,4.206790640319327,1,0,0,0,74.5242991366848,2.4605684481633125,0.745242991366848,7528.84956041032,0.7376785944852103,1243.5340833871796,0.7248276216555847,0,0,1,0,0,1,0,0,0,0,5,1,0,2,0,1,18,0,1,1512,0,1,118.17793650793652,0.6436903672895065,-0.0220547544801133,0,184.981,309.72318868628366,0,0
INVOICE,2008-02-17,669.9,{01 Mara Overpass,USD,INVOICE.jpg,92.5963971810065,49.2115931738807,0.4760444237467532,1,60.90384178592354,7.056158214076454,0.1158573563063793,0.1038281063897638,0.0,0.0,4.233526626355437,4.125582242157584,1,0,0,0,32.91343815440253,0.9834592626620956,0.3291343815440253,2342.3275038499764,0.4624863130211803,2421.780902711542,0.5558369916434865,0,1,0,1,0,0,0,0,0,0,6,1,0,2,0,1,17,1,0,1,1,0,67.96,0.9999999852854624,-0.0227247647521863,0,115.97100000000005,212.86162748832308,0,0
INVOICE,2000-01-01,505.5,TAX INVOICE,USD,INVOICE.jpg,93.34325886935997,39.87020320031479,0.4772066040317992,1,1.9223350354148632,0.277664964585137,0.1444414293181647,0.1262112901699303,0.0,0.0,1.1631508098056809,1.0723829663773834,1,0,0,0,33.33322618444992,1.2263670802197848,0.3333322618444991,2390.770498479089,0.4647472304725764,1589.6331032343917,0.5394779791117025,0,1,0,1,0,0,0,0,0,0,5,1,0,1,0,1,11,0,1,1640,0,1,158.5367987804878,0.0138769043089437,-0.0281575484132858,0,135.81300000000005,261.3631474578534,0,0
INVOICE,1995-01-23,3302.9500000000003,INVOICE,USD,INVOICE.jpg,85.96442851014399,40.04371780982245,0.5875797340660982,1,987.2674614919396,133.9125385080605,0.1356395744776748,0.1194389289753844,0.0,0.0,7.023028501022964,6.895953371124609,0,0,1,0,36.91367748744053,1.0982068344422158,0.3691367748744053,1933.9137016310656,0.7045917222146667,1603.499336032692,0.5777943025096968,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,7,0,1,1598,0,1,138.72588861076346,8.081980970861332,0.0642873460681183,0,126.119,350.4056197053795,0,0
INVOICE,2005-12-02,505.0,,USD,INVOICE.jpg,115.27530975889488,27.513917015752877,0.6845720069327532,2,1.781502447749466,0.2184975522505341,0.1226478413648636,0.1092487215009063,0.0,0.0,1.0986122886681098,1.022991230543417,1,0,0,0,62.11696191693943,2.3085361065708816,0.6211696191693943,4034.39317762372,0.9564057809713012,757.0156295497355,0.6529562269353038,0,0,0,0,0,1,1,1,0,0,4,0,0,12,0,4,21,0,0,57,0,1,46.61122807017544,0.0429081154884138,-0.0281740714779485,0,85.34700000000001,170.52896411942072,0,1
INVOICE,2015-10-15,512.5,COMMERCIAL INVOICE,UNK,INVOICE.jpg,77.78193539084,24.31164697685267,0.5413975891384101,1,4.5509557333869335,0.4490442666130665,0.0986703000972889,0.0898088353608462,0.0,0.0,1.791759469228055,1.7139701171467614,1,0,0,0,29.793333825097296,1.5844787773019935,0.2979333382509729,1483.8898033383152,0.5981864276018015,591.0561787271097,0.5041466044348705,0,1,0,0,1,0,1,0,0,0,3,0,0,10,0,4,18,0,1,1512,0,1,118.17793650793652,0.0423090815886358,-0.0279262255080078,0,83.9100000000001,107.65918622689776,1,0
INVOICE,2020-09-03,515.0,,USD,INVOICE.jpg,83.69098826636697,44.53710226966321,0.6587240332990771,1,5.409551595396203,0.590448404603797,0.1091492122853741,0.0984080510326243,0.0,0.0,1.9459101490553128,1.8577893145693405,1,0,0,0,39.95693778630995,0.9533772007387614,0.3995693778630995,1802.9075494873312,0.8855456164200075,1983.55347857844,0.6170485271437213,0,1,0,0,0,1,0,0,0,0,3,0,0,9,0,3,7,0,1,1598,0,1,138.72588861076346,0.0432507588658092,-0.0278436101846943,0,95.55700000000007,130.28899502488505,0,0
INVOICE,1993-03-03,591.075,COMMERCIAL INVOICE,USD,INVOICE.jpg,88.83381421928387,27.498710951676166,0.5126995600514609,1,32.85625968682434,3.073740313175662,0.0935511299497407,0.0843738739720501,0.5,0.0137249515859195,3.6224725219163374,3.522123906540312,1,0,0,0,33.61053930180079,1.6687766888923476,0.3361053930180079,2105.8195466555053,0.5364506915856357,756.1791040038347,0.5219594351074118,0,1,0,0,1,0,1,0,0,0,2,0,0,3,0,1,18,0,1,1512,0,1,118.17793650793652,0.3082639684548011,-0.0253296258962627,0,27.469,31.430346075798106,1,0
INVOICE,2009-04-14,515.0,TAX INVOICE,USD,INVOICE.jpg,115.2249783920575,50.695570310592124,0.6750778967126709,1,5.324459620972313,0.6755403790276873,0.126874894400914,0.1125900444062738,0.0,0.0,1.9459101490553128,1.8444245955443732,1,0,0,0,61.22312202611402,1.252245852780722,0.6122312202611402,4030.1317821190296,0.930061564551028,2570.0408491161897,0.711121705225654,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,11,0,1,1640,0,1,158.5367987804878,0.0378461026607556,-0.0278436101846943,0,268.914,373.29381214368186,0,0
INVOICE,1999-05-03,512.5,,EUR,INVOICE.jpg,127.79315996969721,36.69774743521609,0.5690570294595242,1,4.265950397652219,0.7340496023477812,0.1720717218559423,0.146809891107578,0.0,0.0,1.791759469228055,1.661261641670131,1,0,0,0,58.419481341344,1.9582156865379816,0.5841948134134399,5164.162371667881,0.6608691893414242,1346.7246668189089,0.6594413828628211,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,2,7,0,1,1598,0,1,138.72588861076346,0.036042299054841,-0.0279262255080078,0,39.824,49.75598170625794,0,0
INVOICE,2018-03-10,500.0,"Graham, Carrio and Stark",UNK,INVOICE.jpg,20.0,24.22482927943932,0.5231042912195553,1,0.0,1.0,1000000.0,1000000.0,1.0,1000000.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.558445101004721,586.8423536179804,0.3600018041686562,1,1,0,0,1,0,1,0,1,0,5,1,0,3,0,1,24,0,0,184,0,1,23.225869565217387,0.0,-0.0283393021245756,0,54.67200000000012,105.50469245558136,1,1
,1993-04-19,2688.15,,EUR,nan.jpg,26.613197669170912,38.68036330435805,0.4023455336355397,1,763.6868088849509,111.5731911150491,0.146098098946946,0.1274743401818599,0.0,0.0,6.775662850551869,6.639466349849023,0,1,0,0,2.5340862335617884,0.1139802720425052,0.0253408623356178,19.437503738456705,0.3303712825234025,1496.170505357129,0.3439642879878847,1,1,0,1,0,0,0,0,1,0,0,0,1,4,0,2,26,1,0,1,1,0,875.26,0.9999999988574824,0.0439705857588483,0,329.453,542.5524719949011,1,0
INVOICE,2014-02-12,515.0,Jensen Group. INVOICE,USD,INVOICE.jpg,111.89396420039466,48.489150736419504,0.5588128406493982,1,5.114035203437875,0.8859647965621251,0.1732417920636818,0.1476607748168917,0.0,0.0,1.9459101490553128,1.8105869812927395,1,0,0,0,48.90621635557776,1.26342987258838,0.4890621635557776,3753.111402872629,0.6372893691319382,2351.197739139212,0.640803971598459,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,21,0,0,57,0,1,46.61122807017544,0.1287243464652415,-0.0278436101846943,0,185.974,257.8329701059328,0,0
INVOICE,2008-09-05,515.0,TAX INVOICE,USD,INVOICE.jpg,119.41727360157078,46.55871840672727,0.4623105935577232,1,5.314386768850452,0.6856132311495484,0.1290107649216294,0.1142688528134492,0.0,0.0,1.9459101490553128,1.842830644016862,1,0,0,0,43.773008351078815,1.4235396343712725,0.4377300835107882,4392.797462386481,0.4361858875830497,2167.7142596769245,0.6062463719959813,0,0,0,1,0,0,0,0,0,0,4,0,0,9,0,3,11,0,1,1640,0,1,158.5367987804878,0.0378461026607556,-0.0278436101846943,0,229.396,445.5664224411248,0,0
INVOICE,1905-11-05,500.0,COMMERCIAL INV,EUR,INVOICE.jpg,88.25289030132429,56.14967797843535,0.3967213724764448,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,25.787981253167235,0.8103684241013173,0.2578798125316723,2070.4253486598245,0.3211996885297838,3152.786337081988,0.5199167862315164,0,1,0,1,0,0,0,0,0,0,6,1,0,11,0,4,14,0,1,64,0,1,371.22765625,0.0,-0.0283393021245756,0,35.901,78.10180940427837,1,0
INVOICE,2014-07-12,668.35,S INVOICE,USD,INVOICE.jpg,166.81832267975977,17.11702972041144,0.5418649019950488,1,61.82686417023803,4.513135829761971,0.0729963555055753,0.0670201330968494,1.0,0.0148500146294919,4.2244952466871455,4.140382755416625,1,0,0,0,75.76732955232902,5.718216166416613,0.7576732955232902,9580.275499776915,0.5992195347226609,292.9927064494486,0.69774259669112,0,0,1,0,1,0,1,0,0,0,5,1,0,7,0,3,9,0,1,67,0,1,161.1901492537313,0.4177674621805322,-0.0227759862526407,0,38.496,33.474386313034515,1,0
INVOICE,2010-01-26,631.0,INVOICE,USD,INVOICE.jpg,117.59756194248514,28.73761380137904,0.6788005342581583,1,45.11512478636539,7.284875213634606,0.1614730112497265,0.1390243334849288,0.0,0.0,3.977810745966149,3.83114098266614,1,0,0,0,63.09454970366916,2.264107224788461,0.6309454970366917,4233.459598718767,0.9403472761411452,825.8504469972112,0.6746031392643026,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,7,0,1,1598,0,1,138.72588861076346,0.3777232940947339,-0.0240102591829452,0,113.17000000000004,216.65620672771743,0,0
INVOICE,2004-05-30,515.0,"Rogers, Olson and Sanders",USD,INVOICE.jpg,142.52687582518072,36.19075548057288,0.6299255392242414,1,5.36959700913228,0.6304029908677196,0.1174022691820819,0.1050671476334286,0.0,0.0,1.9459101490553128,1.851536203710345,1,0,0,0,73.50743649870347,2.2570565477762794,0.7350743649870347,6672.371244213002,0.8098085407488804,1309.7707822546156,0.7232403241653548,0,0,1,0,0,1,0,0,0,0,6,1,0,5,1,2,25,0,0,181,0,1,15.560220994475138,0.3855986117762573,-0.0278436101846943,0,24.230999999999977,36.41971613892001,0,0
INVOICE,1997-06-12,505.0,COMMERCIAL INVOICE,USD,INVOICE.jpg,141.92679727110738,28.1127844031096,0.6753691389722574,1,1.703921935927119,0.296078064072881,0.173762590918927,0.1480389580169615,0.0,0.0,1.0986122886681098,0.9947032879145372,1,0,0,0,78.42437722917406,2.8913723897696944,0.7842437722917406,6607.175063462095,0.9308642324002616,790.3286468957222,0.7284059985915985,0,0,1,0,0,1,1,0,0,0,3,0,0,6,0,2,18,0,1,1512,0,1,118.17793650793652,0.0169236326354543,-0.0281740714779485,0,100.63100000000006,236.35120089721295,0,0
INVOICE,1998-08-20,542.875,COMMERCIAL INVOICE,USD,INVOICE.jpg,97.42631943071552,36.22858638017183,0.6508725283586996,1,15.376972846356525,1.7730271536434756,0.1153040365002365,0.1033835014728847,0.0,0.0,2.89867056071086,2.795876253431094,1,0,0,0,47.9949183708363,1.4247739152919423,0.4799491837083631,2664.37108470542,0.8645613228000945,1312.5104711055722,0.6285548489446964,0,0,0,0,0,1,0,0,0,0,3,0,0,8,0,3,18,0,1,1512,0,1,118.17793650793652,0.1451201498490211,-0.0269224493297481,0,1876.194,5539.198503426286,0,1
INVOICE,2001-08-01,3288.975,,USD,INVOICE.jpg,128.93186562141995,26.39283312986783,0.5675599954581143,2,1019.108476515766,96.48152348423378,0.0946724765938777,0.0864847510265859,0.0,0.0,7.018034677077604,6.927664250148868,0,0,1,0,58.8813039593686,2.7515515533601005,0.588813039593686,5273.845043450265,0.6573966294783975,696.581640621049,0.6240733504387727,0,0,0,0,1,0,1,1,0,0,2,0,0,8,0,3,10,0,0,68,0,1,625.6119117647058,1.7831981412725688,0.0638255264107955,0,280.371,387.1428253405306,0,0
INVOICE,2006-10-30,505.0,TAX INVOICE,UNK,INVOICE.jpg,138.34288585630813,12.874964494488442,0.6541592585200613,1,1.7204479242781474,0.2795520757218526,0.1624878668450706,0.1397759679729423,0.0,0.0,1.0986122886681098,1.000796544793402,1,0,0,0,73.72866139322551,6.127803392662489,0.7372866139322551,6224.461614577412,0.8733149704235029,165.76471073433802,0.6789629585803932,0,0,1,0,0,1,1,0,0,0,0,0,1,10,1,4,11,0,1,1640,0,1,158.5367987804878,0.0126153675535852,-0.0281740714779485,0,93.52400000000004,247.2216360234021,0,0
14296128,2006-12-13,507.5,Date: 13-Dec-2006,EUR,14296128.jpg,95.46477394562328,26.25765348534219,0.5851633497718469,1,2.7178734257568493,0.2821265742431507,0.1038041241234265,0.0940421600669968,0.0,0.0,1.3862943611198906,1.3131518450825437,1,0,0,0,42.0563999159963,1.9160069809421345,0.420563999159963,2531.0809362951204,0.6988084610534877,689.4643665563028,0.5711814543963954,0,0,0,0,1,0,1,0,0,0,2,0,0,12,0,4,17,1,0,1,1,0,3.0,0.9999996666667778,-0.028091456154635,0,36.22500000000002,45.585029063843,0,0
INVOICE,2000-01-01,1520.6999999999998,TAX INVOICE,EUR,INVOICE.jpg,78.17427466368986,26.71577760648453,0.4865100539962577,1,372.0826354224648,36.197364577535154,0.0972831329232908,0.0886581867563362,0.0,0.0,6.014399518390478,5.921799937794432,0,1,0,0,26.954637626499885,1.4516833047261348,0.2695463762649988,1504.1094367317455,0.483044964570289,713.7327731191402,0.4824265564263741,0,1,0,1,0,0,1,0,1,0,5,1,0,1,0,1,11,0,1,1640,0,1,158.5367987804878,2.575301132388884,0.0053908820778834,0,1206.509,2267.10398633543,1,0
