invoice_number,invoice_date,total_amount,vendor_name,currency
INVOICE,1999-06-10,5.0,INVOICE,USD
INVOICE,1997-08-21,1.0,TAX INVOICE,USD
INVOICE,2007-11-18,6.0,COMMERCIAL INVOICE,USD
INVOICE,2020-08-02,3.0,INVOICE,USD
INVOICE,2006-01-23,3.0,TAX INVOICE,USD
INVOICE,1999-08-17,5.0,INVOICE,USD
INVOICE,2011-11-22,1.0,INVOICE,USD
INVOICE,2005-10-25,3.0,INVOICE,USD
INVOICE,1999-03-02,2.0,TAX INVOICE,USD
INVOICE,1994-10-01,1.0,INVOICE,USD
INVOICE,2015-12-20,6.0,INVOICE,USD
INVOICE,2013-01-22,4.0,COMMERCIAL INVOICE,USD
INVOICE,2017-02-24,2.0,TAX INVOICE,USD
INVOICE,2002-08-26,2.0,INVOICE,USD
INVOICE,2020-09-27,4.0,TAX INVOICE,USD
INVOICE,2015-03-03,4.0,INVOICE,USD
INVOICE,2016-07-15,1.0,TAX INVOICE,USD
INVOICE,2000-10-25,1.0,INVOICE,USD
INVOICE,2004-08-12,1.0,COMMERCIAL INVOICE,USD
INVOICE,2001-05-08,5.0,TAX INVOICE,USD
INVOICE,2019-08-26,4.0,COMMERCIAL INVOICE,USD
INVOICE,2004-05-27,1.0,INVOICE,USD
INVOICE,2001-09-29,5.0,COMMERCIAL INVOICE,USD
INVOICE,1999-05-30,2.0,INVOICE,USD
INVOICE,2019-09-12,4.0,INVOICE,USD
INVOICE,1995-02-27,1.0,TAX INVOICE,USD
INVOICE,2018-11-22,5.0,TAX INVOICE,USD
INVOICE,2012-12-19,1.0,TAX INVOICE,USD
INVOICE,2002-07-10,6.0,INVOICE,USD
INVOICE,2005-07-17,2.0,TAX INVOICE,USD
INVOICE,2014-06-20,1.0,INVOICE,USD
INVOICE,2001-08-17,4.0,COMMERCIAL INVOICE,USD
INVOICE,1997-12-14,2.0,COMMERCIAL INVOICE,USD
INVOICE,2013-11-29,5.0,COMMERCIAL INVOICE,USD
INVOICE,2011-08-08,3.0,TAX INVOICE,USD
INVOICE,2013-10-06,5.0,COMMERCIAL INVOICE,USD
INVOICE,2000-09-14,1.0,COMMERCIAL INVOICE,USD
INVOICE,1994-05-20,4.0,INVOICE,USD
INVOICE,2008-07-14,3.0,COMMERCIAL INVOICE,USD
INVOICE,2001-06-01,1.0,TAX INVOICE,USD
INVOICE,2022-07-07,2.0,TAX INVOICE,USD
INVOICE,2001-05-03,2.0,TAX INVOICE,USD
INVOICE,2019-10-03,1.0,COMMERCIAL INVOICE,USD
INVOICE,2015-05-01,5.0,INVOICE,USD
INVOICE,2016-11-27,2.0,INVOICE,USD
INVOICE,2001-02-21,2.0,INVOICE,USD
INVOICE,2020-07-12,6.0,TAX INVOICE,USD
INVOICE,2017-03-25,1.0,TAX INVOICE,USD
INVOICE,2012-05-16,1.0,TAX INVOICE,USD
INVOICE,2022-08-15,1.0,COMMERCIAL INVOICE,USD
INVOICE,2008-11-08,5.0,TAX INVOICE,USD
INVOICE,2015-12-20,1.0,TAX INVOICE,USD
INVOICE,1998-03-28,2.0,TAX INVOICE,USD
INVOICE,2000-02-15,3.0,INVOICE,USD
INVOICE,2004-10-03,4.0,INVOICE,USD
INVOICE,1996-08-29,1.0,INVOICE,USD
INVOICE,2004-10-27,4.0,INVOICE,USD
INVOICE,1999-03-24,4.0,TAX INVOICE,USD
INVOICE,2006-05-06,6.0,TAX INVOICE,USD
INVOICE,2021-01-20,6.0,INVOICE,USD
INVOICE,2018-04-10,4.0,INVOICE,USD
INVOICE,2019-08-01,5.0,TAX INVOICE,USD
INVOICE,1993-10-08,4.0,COMMERCIAL INVOICE,USD
INVOICE,2015-02-19,5.0,TAX INVOICE,USD
INVOICE,2001-05-08,1.0,INVOICE,USD
INVOICE,2022-11-19,6.0,INVOICE,USD
INVOICE,2007-11-28,4.0,TAX INVOICE,USD
INVOICE,2007-01-14,2.0,INVOICE,USD
INVOICE,2011-04-17,3.0,TAX INVOICE,USD
INVOICE,1998-10-19,4.0,COMMERCIAL INVOICE,USD
INVOICE,2019-06-23,6.0,TAX INVOICE,USD
INVOICE,2001-11-29,5.0,COMMERCIAL INVOICE,USD
INVOICE,2015-08-12,1.0,COMMERCIAL INVOICE,USD
INVOICE,2019-02-21,2.0,TAX INVOICE,USD
INVOICE,2022-12-05,1.0,INVOICE,USD
INVOICE,1995-02-22,4.6,TAX INVOICE,USD
INVOICE,2002-01-13,4.0,TAX INVOICE,USD
INVOICE,2019-10-25,6.0,TAX INVOICE,USD
INVOICE,2006-06-01,3.0,TAX INVOICE,USD
INVOICE,1998-01-05,3.0,COMMERCIAL INVOICE,USD
INVOICE,2011-07-19,1.0,COMMERCIAL INVOICE,USD
INVOICE,2013-03-02,2.0,TAX INVOICE,USD
INVOICE,2011-07-22,2.0,INVOICE,USD
INVOICE,2022-11-02,4.0,COMMERCIAL INVOICE,USD
INVOICE,1997-11-13,1.0,TAX INVOICE,USD
INVOICE,2015-08-28,2.0,COMMERCIAL INVOICE,USD
INVOICE,2004-10-08,6.0,TAX INVOICE,USD
INVOICE,2001-05-22,4.0,TAX INVOICE,USD
INVOICE,2017-03-31,5.0,TAX INVOICE,USD
INVOICE,1999-02-12,3.0,COMMERCIAL INVOICE,USD
INVOICE,2022-10-25,6.0,INVOICE,USD
INVOICE,2001-03-06,6.0,COMMERCIAL INVOICE,USD
INVOICE,2000-04-04,4.0,INVOICE,USD
INVOICE,2010-02-22,6.0,COMMERCIAL INVOICE,USD
INVOICE,1996-07-07,6.0,INVOICE,USD
INVOICE,2007-12-03,1.0,INVOICE,USD
INVOICE,2000-06-18,6.0,COMMERCIAL INVOICE,USD
INVOICE,1993-11-15,1.0,INVOICE,USD
INVOICE,2004-03-04,6.0,COMMERCIAL INVOICE,USD
INVOICE,2021-03-05,4.0,INVOICE,USD
INVOICE,1996-08-31,3.0,COMMERCIAL INVOICE,USD
INVOICE,2008-03-15,3.0,COMMERCIAL INVOICE,USD
INVOICE,2019-07-06,2.0,INVOICE,USD
INVOICE,2010-10-01,5.0,TAX INVOICE,USD
INVOICE,2001-10-31,6.0,COMMERCIAL INVOICE,USD
INVOICE,2011-12-11,4.0,TAX INVOICE,USD
INVOICE,2003-03-18,6.0,TAX INVOICE,USD
INVOICE,1993-02-01,6.0,INVOICE,USD
INVOICE,1996-07-11,2.0,COMMERCIAL INVOICE,USD
INVOICE,2001-04-28,1.0,INVOICE,USD
INVOICE,1997-08-03,1.0,TAX INVOICE,USD
INVOICE,2007-04-18,4.0,COMMERCIAL INVOICE,USD
INVOICE,2010-05-24,3.0,TAX INVOICE,USD
INVOICE,2012-02-02,6.0,TAX INVOICE,USD
INVOICE,2022-08-16,3.0,TAX INVOICE,USD
INVOICE,2014-06-20,3.0,COMMERCIAL INVOICE,USD
INVOICE,2011-05-09,2.0,INVOICE,USD
INVOICE,2000-06-20,4.0,COMMERCIAL INVOICE,USD
INVOICE,2001-04-17,1.0,TAX INVOICE,USD
INVOICE,1994-07-22,3.0,COMMERCIAL INVOICE,USD
INVOICE,2017-10-25,2.0,TAX INVOICE,USD
INVOICE,2012-12-09,3.0,INVOICE,USD
INVOICE,2001-09-02,2.0,INVOICE,USD
INVOICE,2021-11-02,6.0,INVOICE,USD
INVOICE,1995-03-27,2.0,INVOICE,USD
INVOICE,2014-09-27,1.0,INVOICE,USD
INVOICE,2008-01-26,5.0,TAX INVOICE,USD
INVOICE,2005-04-10,5.0,COMMERCIAL INVOICE,USD
INVOICE,2005-12-31,1.0,COMMERCIAL INVOICE,USD
INVOICE,2012-05-18,6.0,COMMERCIAL INVOICE,USD
INVOICE,2006-11-05,3.0,COMMERCIAL INVOICE,USD
INVOICE,2019-11-12,5.0,TAX INVOICE,USD
INVOICE,2012-07-06,4.0,COMMERCIAL INVOICE,USD
INVOICE,1997-06-17,5.0,INVOICE,USD
INVOICE,1995-01-04,2.0,INVOICE,USD
INVOICE,1999-07-13,3.0,TAX INVOICE,USD
INVOICE,2016-05-31,1.0,TAX INVOICE,USD
INVOICE,2015-12-02,6.0,INVOICE,USD
INVOICE,2008-04-26,3.0,TAX INVOICE,USD
INVOICE,2012-12-04,2.0,TAX INVOICE,USD
,,16.96,"Kelly-Moss Guerraton, TX 60058 US",USD
,,42.1,Address:6030 Willie Shores Suite 354 den (HES4e-r13,USD
2404190,2005-10-15,14.91,143 Tracey Squares Suite 230,USD
,,60.39,Address: Wille Shores Suite 358 Tats raO}aeeasTe,USD
,,14.72,Address:6030 Willie Shores Suite 354 Aens(GS5) 125-0528,USD
INVE3176458,1999-05-01,38.2,9578 Sullivan Way Apt. 557,USD
,,59.49,Address:6030 Willie Shores Suite 354 dels s(040) 192 S519,USD
,2006-06-25,39.94,285 Xavier Run,USD
,,59.81,‘Adress:6030 Wille Shores Suite 954 ee aac ee,USD
2573601,2020-08-14,94.74,9940 Dudley Underpass Suite 087,USD
,,82.22,‘Adress:6030 Wille Shores Suite 954 Totsa7g 00-8219,USD
,,35.22,Address: Wille Shores Suite 358 Tets(a@tiese e708,USD
1467046703,,77.18,‘Adress:6030 Wille Shores Suite 954 Tots(1467046703,USD
,,97.6,Address:6030 Willie Shores Suite 354 de stes/b21-2 388,USD
INV15963902,2001-03-21,74.32,8640 Smith Square Apt. 450,USD
INVOICE,1995-10-23,77.78,rd Bill t:Sharon Herman,USD
INVOICE,1993-02-24,97.09,531 Smith Spur Suite 209,USD
INVOICE,2010-05-07,86.33,92739 Diana Light,USD
,,23.77,Address: Wille Shores Suite 358 ean ee,USD
INVOICE,1999-12-16,42.08,8784 Alexander Tunnel Apt. 762,USD
,,96.7,"Kelly-Moss ‘South Alanberg, OH 86279 US.",USD
,,15.16,Address:6030 Willie Shores Suite 354 Earache,USD
,,60.89,Address: Wille Shores Suite 358 aie,USD
,,30.15,25107 Melanie Proughway,USD
,,82.64,Address: Wille Shores Suite 358 TOLSMONSNAORIE,USD
,,90.83,Address: Wille Shores Suite 358 TaLSOQO}T6SE73 ;,USD
,,85.81,Address: Wille Shores Suite 358 TalsS7O)TSS248,USD
,,93.12,‘Adress:6030 Wille Shores Suite 954 ne <i,USD
5144558,,5.62,‘Adress:6030 Wille Shores Suite 954 Tots(180)5144558,USD
INVOICE,2008-03-05,95.56,299 Willams Cove,USD
,,4.12,Address:6030 Willie Shores Suite 354 dati s(G06)o9e 9802,USD
,,28.73,Address:6030 Willie Shores Suite 354 Barbe abaeibeed .,USD
,,5.56,Address:6030 Willie Shores Suite 354 Kets s(807}056-1140,USD
INVOICE,2020-08-31,23.09,O09 Anton Rape Apt. 810,USD
,,86.78,‘Adress:6030 Wille Shores Suite 954 Gh ean een,USD
6421256,,7.18,‘Adress:6030 Wille Shores Suite 954 Toks(6421256-5479,USD
222967,,34.8,‘Adress:6030 Wille Shores Suite 954 Tots9tt222967,USD
005482,,61.26,‘Adress:6030 Wille Shores Suite 954 Tots(005482-1455,USD
INVOICE,2003-01-04,21.65,25259 Nelson Oval,USD
,,39.7,"Address:6030 Willie Shores Suite 354 Tots o6syre7 26, ,",USD
,,48.32,‘ess: Wile Shores Sule 254 TOMA9SE06-4001,USD
,,82.24,‘ess: Wile Shores Sule 254 Toe 67S]606 4424 ;,USD
,,48.64,", Tel:+(163)871-5490",USD
,,88.24,‘Adress:6030 Wille Shores Suite 954 Tots(4eey7e-04s,USD
,,22.75,‘Adress:6030 Wille Shores Suite 954 Tets(ranyoansti2,USD
,,87.2,Address:6030 Willie Shores Suite 354 debs(/a}efeset8,USD
482044,,95.78,Address: Wille Shores Suite 358 Tals074) 482044,USD
,,21.72,Address:6030 Willie Shores Suite 354 LatsstAOe) ane 4224,USD
,,4.15,Address: Wille Shores Suite 358 Tatsie7iooz2243,USD
,,52.4,* Tel:+(252)281-4520,USD
INVOICE,2021-02-20,88.83,{48 bel Ridge,USD
,,36.41,"Kelly-Moss Lake Lori, CT 03781 US",USD
INVOICE,1996-01-10,13.76,669 Christian Ferry,USD
709810,,8.41,‘Adress:6030 Wille Shores Suite 954 Totsi244y709810,USD
INVOICE,2008-05-13,13.38,8389 Lyons Wall Sulte 224,USD
,,66.93,Address:6030 Willie Shores Suite 354 Len SOE EUT- S864,USD
,,65.81,Address:6030 Willie Shores Suite 354 Tels 405 1639-0073,USD
,,27.27,= Tel:+(526)241-9073,USD
866774,,86.68,‘Adress:6030 Wille Shores Suite 954 Tots(600}866774,USD
,,26.47,"Kelly-Moss ‘South Gordonfort, MD 87634 US",USD
,,34.2,Address: Wille Shores Suite 358 Talsioan)st7 20m,USD
INVOICE,2000-01-28,17.6,799 Chelsea Corner Apt. 411,USD
,,83.34,Address:6030 Willie Shores Suite 354 dati s(87 141 296,USD
,,4.1,Address:6030 Willie Shores Suite 354 Tel:+{812)391-8767,USD
,,85.82,Address:6030 Willie Shores Suite 354 detis(? Zo) S052,USD
610103,,93.08,"Kelly-Moss ‘South Kaitlyn, WI 02907 US",USD
,,78.61,‘Adress:6030 Wille Shores Suite 954 Tots(ts0y771-9970,USD
INVOSOD6784,2020-11-01,37.86,{6521 Kevin Crscont Apt. 258,USD
,,87.22,‘ess: Wile Shores Sule 254 Tle @96)49 257 ;,USD
INVOICE,2004-05-31,29.05,24 Sth Vista Suite 082,USD
,,78.53,Address:6030 Willie Shores Suite 354 dais (S228e 5778,USD
0814897,,88.65,"‘Adress:6030 Wille Shores Suite 954 Tols(929)0814897 ,",USD
,,77.3,Address: Wille Shores Suite 358 Telsieszyavi gta,USD
2880087,,20.9,sue 0,USD
,,88.13,‘Adress:6030 Wille Shores Suite 954 TatsiQ0aN7e-7612,USD
,,61.87,‘Adress:6030 Wille Shores Suite 954 Tats(197 584-0268,USD
INVOICE,1999-10-31,90.74,6100 Scott Street Suite 169,USD
,,65.35,Address:6030 Willie Shores Suite 354 debi s(S00)398-1352,USD
INVOICE,2021-04-11,49.35,449 Roberson Valleys,USD
,,37.72,Address: Wille Shores Suite 358 Taser 7aNOtbs,USD
,,99.81,"Address:6030 Willie Shores Suite 354 Tots assjesu:6i04 ,",USD
,,28.72,sr,USD
,,42.5,Address: Wille Shores Suite 358 TASC,USD
,,71.32,Address:6030 Willie Shores Suite 354 dekss(896)(40-1067,USD
,,87.2,"‘Adress:6030 Wille Shores Suite 954 Tats(agp70-t248 ,",USD
,2009-07-25,44.19,309 Rachel Trafficway Apt. 057,USD
INVOICE,2008-02-17,67.96,{01 Mara Overpass,USD
,,65.81,Address:6030 Willie Shores Suite 354 dekis(15/)152-0979.,USD
,,46.67,Address:6030 Willie Shores Suite 354 Lat s(GSS)04e 6008,USD
,,38.81,Address:6030 Willie Shores Suite 354 Letis(076)0S9-1428,USD
INVOICE,2009-02-24,39.18,43182 Daniel Turnpike,USD
7511419,,68.14,"‘Adress:6030 Wille Shores Suite 954 Tats(7511419-3200_ ,",USD
INVOICE,,0.99,6408 Beard Gardon,USD
INVOICE,2017-12-27,295.26,28677 Jeremiah Burg,USD
,,52.92,Address: Wille Shores Suite 358 Tersieaainascare,USD
6542763175,,46.84,‘Adress:6030 Wille Shores Suite 954 Tots(6542763175,USD
,,71.1,‘Adress:6030 Wille Shores Suite 954 Tets221)860-0670,USD
,,17.91,Address:6030 Willie Shores Suite 354 Tals s(440)890;2527,USD
,,74.6,Address:6030 Willie Shores Suite 354 datis(s79)}454/3002,USD
INVOICE,2000-09-30,36.14,2903 Karen Walk Suite 806,USD
INVOICE,1959-06-08,42.68,{0619 Dana Valo Suit 124,USD
,,41.09,"Kelly-Moss ‘South Mark, UT 10292 US",USD
INVOICE,2004-03-24,22.54,882 Cline Courts,USD
,2014-11-01,78.89,Oo Buyer :Christian Banks Il,USD
,,42.75,‘Adress:6030 Wille Shores Suite 954 Tocs(teago7tett,USD
,,34.79,‘Adress:6030 Wille Shores Suite 954 Tene,USD
,,16.04,‘ess: Wile Shores Sule 254 Teoerizz-s2t4,USD
,1998-08-04,3.99,05200 Klein Wells,USD
2011400,,15.58,‘Adress:6030 Wille Shores Suite 954 Tots(2011400-2958,USD
INVOICE,,78.79,2512 Huffman orks Suite 870,USD
6768471,1996-11-04,53.62,1984 Christopher Orchard Suite 660,USD
,,38.11,‘Adress:6030 Wille Shores Suite 954 Tots(O76N51-S971,USD
INVOICE,2020-06-09,90.14,rd Bill to:William Hardy,USD
,,42.87,Address:6030 Willie Shores Suite 354 Ua oll Aenea,USD
1003408,,54.76,Address: Wille Shores Suite 358 Tals} 1003408,USD
,,7.06,‘ess: Wile Shores Sule 254 ToMPSTIGTS 6200,USD
,,63.65,Address: Wille Shores Suite 358 TeLsireasheaTy,USD
,,74.14,Address: Wille Shores Suite 358 Tascasjent 08,USD
,,25.24,Address: Wille Shores Suite 358 Tels Renyatose,USD
INVOICE,2008-04-21,39.71,46968 Ronald Mall Suite 968,USD
,,14.25,Address: Wille Shores Suite 358 Teens,USD
INVOICE,2013-12-28,39.49,72224 Ana Cliff,USD
,,71.85,‘Adress:6030 Wille Shores Suite 954 La a,USD
6151697,,79.93,‘Adress:6030 Wille Shores Suite 954 Tots(6151697-2087,USD
,,53.14,Address: Wille Shores Suite 358 Taso4n)snt-774 ;,USD
,,91.43,"Address:6030 Willie Shores Suite 354 Tebis(OS0 HS 5547,",USD
,,28.83,Address: Wille Shores Suite 358 TetSeeei2no ter,USD
INV25859617,2022-02-20,45.39,6386 Taylor Rapids Apt. 87,USD
2022008,,70.79,Address: Wille Shores Suite 358 Tal{OS6) 2022008,USD
,,69.29,Address: Wille Shores Suite 358 Tel so7s one 1048 ;,USD
,,7.31,‘Adress:6030 Wille Shores Suite 954 Tots(140}07-8881,USD
INVOICE,2019-02-07,51.58,546 Allison Green Suite 444,USD
INVOICE,2015-06-15,89.7,362 Greene Ways Apt. 498,USD
,,60.42,Address: Wille Shores Suite 358 Tets{nesieee Tone,USD
,,11.44,Address: Wille Shores Suite 358 Tals t4s)stS 2108 ;,USD
,,99.2,Address:6030 Willie Shores Suite 354 dekis(08e 603-6273,USD
INVOICE,2015-08-01,23.95,9678 Pierce Ports,USD
,,11.03,‘Adress:6030 Wille Shores Suite 954 ac ae,USD
,,77.73,Address: Wille Shores Suite 358 Tetsaez erste ;,USD
,,64.37,Address: Wille Shores Suite 358 Talsadgisne sons .,USD
INVIB8,1999-04-25,6.63,831 Teresa Neck,USD
,,84.71,‘Adress:6030 Wille Shores Suite 954 TasReATE RNC,USD
INVI65,2008-04-19,68.31,8402 Daryl Centers,USD
,,59.72,Address: Wille Shores Suite 358 Te OTTO,USD
,,58.38,"Kelly-Moss East Natalie, MP 37070 US.",USD
,,5.51,auyg:tetet,USD
,,5.43,‘Adress:6030 Wille Shores Suite 954 Tots(sen214-s620,USD
INVOICE,2008-05-18,25.36,9382 Shaw Radial,USD
,,1.7,Address: Wille Shores Suite 358 ee a,USD
INVOICE,2018-07-03,35.04,3513 Elizabeth Glens,USD
7070510678,,17.13,Address:6030 Willie Shores Suite 354 Letis{ 7070510678,USD
INVOICE,2008-02-04,86.83,206 Ngee Springs Ar 644,USD
1250075,,33.44,"""654 Michal Nock",USD
,,23.64,"Kelly-Moss South Nicholas, OR 20133 US",USD
INVOICE,,28.84,4s00 Gree Feld,USD
,,34.24,Address: Wille Shores Suite 358 Tassaao)sas 1048,USD
,,33.52,‘Adress:6030 Wille Shores Suite 954 Tols(S6ON98-6873,USD
,,85.93,"‘Adress:6030 Wille Shores Suite 954 Tots(@s0)211-9058 ,",USD
,,87.75,867 Chavez Crescent Apt. 920,USD
INV89568392,1997-06-23,62.84,"9561 Kimberly Ridge Suite 878,",USD
,,56.2,‘Adress:6030 Wille Shores Suite 954 Tot(seoy7e22202,USD
INVOICE,1997-04-11,84.91,61040 Williamson Crossroad,USD
1789803,2003-11-25,44.66,597 Stone Stream Suite 690,USD
,,42.42,"Kelly-Moss ‘Spencemouth, UT 09238 US",USD
2412020,2000-05-26,40.1,Ser Rivera Phe sue 678,USD
,1999-04-21,67.71,9833 Ashley Port Apt. 906,USD
INVOICE,,4.99,554 Vaughan Forges Apt 562,USD
9601762,,97.45,‘Adress:6030 Wille Shores Suite 954 Tots(9601762-7700,USD
295155,,40.85,£02 Anderson Way,USD
,,86.45,Address: Wille Shores Suite 358 TaLsinesie72t68,USD
,,21.98,Address:6030 Willie Shores Suite 354 de s(1S0)839 0179,USD
INVOICE,,14.35,{420 Nguyen Freeway Suite $17,USD
,,69.12,‘Adress:6030 Wille Shores Suite 954 Tots(619)06-7462,USD
INVOICE,2007-09-12,42.52,58277 Angela Land Apt. 072,USD
,,70.07,‘Adress:6030 Wille Shores Suite 954 Tols4s6701-8865,USD
,2012-09-05,15.08,rd Bill to:Sarah Bennett,USD
,,53.24,Address: Wille Shores Suite 358 Teti0Deeas A767,USD
,,25.63,Address: Wille Shores Suite 358 Tal sane) s00 0173,USD
,,38.09,= ‘Tel:+(376)510-1679,USD
,,9.3,293 April Islands,USD
,,98.15,‘Adress:6030 Wille Shores Suite 954 Tota4oy76t-2878,USD
6111808,2004-06-04,79.07,{5216 Bishop function Suite 210,USD
,,22.8,Address:6030 Willie Shores Suite 354 detrs{a60)299-5089,USD
INVOICE,1996-05-01,89.7,£48 Gordon Center Suite 622,USD
,,44.9,Address:6030 Willie Shores Suite 354 Lhe os,USD
,,58.87,Address:6030 Willie Shores Suite 354 dees ((S0) 114 0221,USD
INVOICE,2016-09-01,22.7,996 Shawn Mall,USD
5977708,,93.76,Address: Wille Shores Suite 358 TasA08)5977708,USD
,,29.38,Address: Wille Shores Suite 358 SE ve Oe,USD
,,37.21,Address: Wille Shores Suite 358 Tels ANTiSR2-0R7,USD
,,7.8,Address: Wille Shores Suite 358 TetsPES)TS2 2808,USD
,,55.39,"‘Adress:6030 Wille Shores Suite 954 Tats(oo7317-8728 ,",USD
,,7.88,Address: Wille Shores Suite 358 Tals 30)597 2428,USD
,,86.87,Address: Wille Shores Suite 358 Tas027)267 2013 :,USD
,,80.52,Address: Wille Shores Suite 358 TeLS(AS}eSS AHS,USD
,2010-08-05,31.46,8747 Laura arbor Suite 242,USD
INVOICE,2004-09-09,61.82,520 Same! Pains,USD
6642088,2009-06-27,91.54,5637 Jessica Expressway Apt. 129,USD
,,46.68,‘Adress:6030 Wille Shores Suite 954 Tots(295)011-2486,USD
,,33.17,‘Adress:6030 Wille Shores Suite 954 a ha,USD
INVOICE,2016-06-26,,co COMMERCIAL INVOICE,UNK
INVOICE,,1.0,co TAX INVOICE,UNK
INVOICE,2016-03-09,2.0,co TAX INVOICE,USD
INVOICE,2019-05-07,3.0,co COMMERCIAL INVOICE,USD
INVOICE,1998-05-28,,co TAX INVOICE,UNK
INVOICE,2008-02-26,5.0,co TAX INVOICE,UNK
INVOICE,2003-06-06,99.56,Jensen Group. INVOICE,USD
INVOICE,2006-02-14,3.5,co TAX INVOICE,USD
INVOICE,2019-02-02,0.71,co COMMERCIAL INVOICE,UNK
INVOICE,2008-12-20,21.53,Jensen Group. INVOICE,USD
INVOICE,2020-06-12,,co TAX INVOICE,UNK
INVOICE,2011-01-27,,co TAX INVOICE,UNK
INVOICE,1993-11-02,,co TAX INVOICE,UNK
INVOICE,2001-09-07,3.0,co TAX INVOICE,UNK
INVOICE,2010-10-21,1.0,co TAX INVOICE,USD
INVOICE,1999-05-24,3.0,co TAX INVOICE,USD
INVOICE,1994-11-07,572.04,co TAX INVOICE,USD
INVOICE,2008-01-06,1.0,co TAX INVOICE,USD
INVOICE,2009-04-09,3.0,Jensen Group. INVOICE,USD
INVOICE,,20.95,co COMMERCIAL INVOICE,USD
INVOICE,2014-11-04,80.52,Jensen Group. INVOICE,USD
INVOICE,1996-07-20,,co COMMERCIAL INVOICE,USD
INVOICE,2005-12-02,2.0,Jensen Group. INVOICE,USD
INVOICE,1999-11-07,35.2,co COMMERCIAL INVOICE,USD
INVOICE,2012-11-12,3.0,co TAX INVOICE,USD
INVOICE,2004-10-13,6.0,Jensen Group. INVOICE,USD
INVOICE,2013-11-10,,co COMMERCIAL INVOICE,USD
INVOICE,2004-01-31,6.0,Jensen Group. INVOICE,USD
INVOICE,2000-01-29,57.96,Jensen Group. INVOICE,USD
INVOICE,2011-06-07,60.56,co TAX INVOICE,USD
INVOICE,2003-04-05,1.0,co COMMERCIAL INVOICE,USD
INVOICE,2007-04-21,1.0,co TAX INVOICE,UNK
INVOICE,,1.0,co COMMERCIAL INVOICE,USD
INVOICE,1997-04-02,65.38,co TAX INVOICE,USD
INVOICE,2019-10-29,,co TAX INVOICE,UNK
INVOICE,1995-09-06,,co TAX INVOICE,UNK
INVOICE,2019-06-11,68.97,Jensen Group. INVOICE,USD
INVOICE,1997-02-08,24.98,co TAX INVOICE,UNK
INVOICE,2012-09-25,7.08,co COMMERCIAL INVOICE,USD
INVOICE,1994-08-07,27.84,Jensen Group. INVOICE,USD
INVOICE,2012-06-21,1.0,co TAX INVOICE,USD
INVOICE,2013-04-06,8.43,Jensen Group. INVOICE,USD
INVOICE,2014-09-05,2.0,co TAX INVOICE,USD
INVOICE,2017-02-04,66.98,co COMMERCIAL INVOICE,USD
INVOICE,2006-11-03,78.16,Jensen Group. INVOICE,USD
INVOICE,2021-07-09,75.63,Jensen Group. INVOICE,USD
INVOICE,2016-03-18,96.07,Jensen Group. INVOICE,USD
INVOICE,2012-11-25,1.0,co TAX INVOICE,USD
INVOICE,1996-12-18,60.9,co TAX INVOICE,USD
INVOICE,2002-11-22,50.5,Jensen Group. INVOICE,USD
INVOICE,2021-07-11,25.45,Jensen Group. INVOICE,USD
INVOICE,2004-12-15,8.18,co TAX INVOICE,UNK
INVOICE,2005-02-23,25.2,co TAX INVOICE,USD
INVOICE,1993-03-02,3.0,co COMMERCIAL INVOICE,UNK
INVOICE,2020-03-17,3.0,co COMMERCIAL INVOICE,USD
INVOICE,2002-03-31,3.0,co TAX INVOICE,USD
INVOICE,2002-08-24,3.0,co COMMERCIAL INVOICE,UNK
INVOICE,2009-11-29,72.9,co COMMERCIAL INVOICE,UNK
INVOICE,1993-03-24,0.44,co COMMERCIAL INVOICE,UNK
INVOICE,2011-09-12,968.75,Jensen Group. INVOICE,UNK
INVOICE,,,co COMMERCIAL INVOICE,UNK
INVOICE,2001-11-02,4.0,Jensen Group. INVOICE,USD
INVOICE,1996-01-07,1.0,co TAX INVOICE,UNK
INVOICE,2022-06-22,1.0,co COMMERCIAL INVOICE,USD
INVOICE,2011-09-01,5.0,Jensen Grou INVOICE,USD
INVOICE,1995-04-26,,co COMMERCIAL INVOICE,USD
INVOICE,2004-03-03,29.96,Jensen Group. INVOICE,USD
INVOICE,2004-09-20,60.53,co TAX INVOICE,USD
INVOICE,2013-03-31,3.0,co COMMERCIAL INVOICE,USD
INVOICE,2019-05-29,,co COMMERCIAL INVOICE,UNK
INVOICE,1993-02-17,1.0,co COMMERCIAL INVOICE,UNK
INVOICE,,1.0,co TAX INVOICE,USD
INVOICE,1995-05-05,575.28,co TAX INVOICE,USD
INVOICE,1996-09-04,4.0,Jensen Group. INVOICE,USD
INVOICE,1999-07-29,3.0,co TAX INVOICE,UNK
INVOICE,1993-08-31,66.98,Jensen Group. INVOICE,USD
INVOICE,1997-06-18,95.49,co TAX INVOICE,USD
INVOICE,2011-05-25,,co TAX INVOICE,UNK
INVOICE,1996-02-19,2.0,Jensen Group. INVOICE,USD
INVOICE,1995-06-20,5.0,co TAX INVOICE,UNK
INVOICE,2022-08-12,,co TAX INVOICE,UNK
INVOICE,2022-03-24,3.0,co TAX INVOICE,USD
INVOICE,2019-03-24,4.0,Jensen Group. INVOICE,USD
INVOICE,2011-06-19,1.0,co COMMERCIAL INVOICE,UNK
INVOICE,2007-04-11,34.1,Jensen Group. INVOICE,USD
INVOICE,2006-07-07,4.0,Jensen Group. INVOICE,USD
INVOICE,,18.89,co TAX INVOICE,UNK
